Date,Time,Duration,Region,Disruption_Type,Impact_Level,Infrastructure
2021-11-26,06:21,15,Oceania,Signal Loss,Medium,GPS
2021-01-10,07:48,31,Asia,Signal Loss,High,GPS
2017-01-23,06:58,3,Asia,Timing Error,Low,GPS
2018-10-17,17:59,51,Oceania,Accuracy Drop,High,GPS
2018-11-02,09:02,33,Europe,Signal Loss,High,GPS
2021-08-29,23:08,20,Oceania,Accuracy Drop,Medium,GPS
2024-12-18,23:59,31,Europe,Timing Error,High,GPS
2021-04-17,20:35,8,Oceania,Accuracy Drop,Low,GPS
2022-05-05,06:03,33,Europe,Signal Loss,High,GPS
2024-06-06,21:57,49,North America,Timing Error,High,GPS
2022-01-24,23:16,13,Asia,Accuracy Drop,Medium,GPS
2022-07-30,14:05,19,Europe,Accuracy Drop,Medium,GPS
2020-02-06,14:55,55,Asia,Timing Error,High,GPS
2022-03-07,09:43,59,North America,Timing Error,High,GPS
2017-03-24,06:35,2,North America,Accuracy Drop,Low,GPS
2022-08-20,21:57,31,North America,Accuracy Drop,High,GPS
2016-06-08,03:42,59,Oceania,Signal Loss,High,GPS
2023-04-23,11:15,18,Oceania,Timing Error,Medium,GPS
2019-05-01,22:59,18,Oceania,Signal Loss,Medium,GPS
2018-08-16,20:24,43,Europe,Accuracy Drop,High,GPS
2021-09-04,17:28,26,Oceania,Accuracy Drop,Medium,GPS
2020-06-13,06:19,17,Asia,Accuracy Drop,Medium,GPS
2019-06-11,14:29,58,North America,Accuracy Drop,High,GPS
2015-09-28,11:33,56,Europe,Signal Loss,High,GPS
2018-12-19,04:22,47,Oceania,Signal Loss,High,GPS
2017-05-11,16:30,25,Oceania,Signal Loss,Medium,GPS
2020-07-05,10:51,51,Europe,Timing Error,High,GPS
2020-12-27,08:28,16,Oceania,Accuracy Drop,Medium,GPS
2020-07-10,18:42,1,Europe,Timing Error,Low,GPS
2015-10-08,09:03,55,Europe,Signal Loss,High,GPS
2017-04-13,21:38,5,Asia,Timing Error,Low,GPS
2020-12-04,04:24,4,North America,Timing Error,Low,GPS
2018-05-11,02:19,6,Europe,Timing Error,Low,GPS
2019-01-10,18:39,48,North America,Accuracy Drop,High,GPS
2020-11-30,00:29,35,Oceania,Accuracy Drop,High,GPS
2021-10-26,01:18,43,Asia,Signal Loss,High,GPS
2020-01-24,10:34,2,Europe,Timing Error,Low,GPS
2024-07-18,01:01,41,North America,Signal Loss,High,GPS
2021-07-28,20:50,20,Asia,Timing Error,Medium,GPS
2020-05-26,11:21,54,Asia,Accuracy Drop,High,GPS
2018-02-25,17:40,18,Asia,Signal Loss,Medium,GPS
2021-07-20,17:19,38,Asia,Timing Error,High,GPS
2017-06-15,04:29,54,Oceania,Accuracy Drop,High,GPS
2022-06-05,01:35,43,North America,Accuracy Drop,High,GPS
2017-08-24,09:55,53,Oceania,Signal Loss,High,GPS
2023-08-13,06:29,30,Asia,Accuracy Drop,Medium,GPS
2021-10-13,19:09,53,Oceania,Signal Loss,High,GPS
2022-10-28,04:16,28,Asia,Timing Error,Medium,GPS
2020-10-21,11:34,13,North America,Accuracy Drop,Medium,GPS
2021-07-17,12:15,44,North America,Accuracy Drop,High,GPS
2016-12-21,23:49,44,Asia,Timing Error,High,GPS
2022-12-28,12:05,34,Oceania,Timing Error,High,GPS
2018-12-12,10:56,2,North America,Accuracy Drop,Low,GPS
2017-12-12,09:37,29,Oceania,Accuracy Drop,Medium,GPS
2022-09-02,06:16,28,Europe,Signal Loss,Medium,GPS
2021-01-20,02:14,5,Asia,Timing Error,Low,GPS
2016-02-05,13:48,26,Europe,Signal Loss,Medium,GPS
2021-06-11,14:09,29,Europe,Accuracy Drop,Medium,GPS
2016-11-19,17:01,55,Asia,Signal Loss,High,GPS
2015-07-28,06:59,38,Oceania,Timing Error,High,GPS
2024-01-15,17:11,45,North America,Timing Error,High,GPS
2017-08-06,19:52,56,Europe,Signal Loss,High,GPS
2015-03-22,11:18,35,North America,Signal Loss,High,GPS
2024-09-13,23:18,10,Europe,Accuracy Drop,Low,GPS
2023-01-31,20:51,52,North America,Accuracy Drop,High,GPS
2017-05-15,18:05,27,Europe,Timing Error,Medium,GPS
2016-02-09,00:28,2,Asia,Timing Error,Low,GPS
2015-10-02,15:00,54,Oceania,Timing Error,High,GPS
2021-12-31,04:58,29,Europe,Accuracy Drop,Medium,GPS
2017-04-15,06:28,31,Europe,Timing Error,High,GPS
2017-05-25,20:07,39,Europe,Signal Loss,High,GPS
2017-10-17,15:14,12,Asia,Accuracy Drop,Medium,GPS
2019-11-04,01:54,54,Oceania,Accuracy Drop,High,GPS
2022-02-04,10:40,53,Europe,Accuracy Drop,High,GPS
2019-05-19,19:09,36,North America,Timing Error,High,GPS
2022-05-05,18:31,5,Oceania,Accuracy Drop,Low,GPS
2017-03-02,04:04,1,North America,Signal Loss,Low,GPS
2019-09-13,05:25,3,Europe,Accuracy Drop,Low,GPS
2020-06-10,08:05,23,Oceania,Signal Loss,Medium,GPS
2015-10-16,10:35,1,Europe,Signal Loss,Low,GPS
2021-01-22,07:08,36,Europe,Timing Error,High,GPS
2018-08-05,23:13,3,Europe,Signal Loss,Low,GPS
2023-09-07,19:37,23,Europe,Accuracy Drop,Medium,GPS
2023-08-30,19:56,38,Europe,Signal Loss,High,GPS
2020-04-28,07:30,57,Europe,Accuracy Drop,High,GPS
2016-06-15,04:42,34,North America,Signal Loss,High,GPS
2016-02-18,21:44,15,Asia,Timing Error,Medium,GPS
2020-03-10,17:40,57,Europe,Signal Loss,High,GPS
2017-02-18,07:38,37,North America,Accuracy Drop,High,GPS
2022-05-04,10:07,51,North America,Timing Error,High,GPS
2015-09-13,16:23,22,North America,Timing Error,Medium,GPS
2021-02-19,04:14,53,North America,Signal Loss,High,GPS
2024-10-05,06:00,40,Asia,Accuracy Drop,High,GPS
2024-03-14,20:13,11,Europe,Accuracy Drop,Medium,GPS
2015-07-31,12:51,3,Europe,Accuracy Drop,Low,GPS
2015-12-15,07:30,5,North America,Signal Loss,Low,GPS
2019-02-12,11:20,33,Asia,Timing Error,High,GPS
2023-12-22,19:21,33,Oceania,Accuracy Drop,High,GPS
2020-09-23,20:50,39,North America,Timing Error,High,GPS
2024-06-14,16:01,30,Oceania,Accuracy Drop,Medium,GPS
2023-09-15,21:13,35,Asia,Signal Loss,High,GPS
2023-01-11,11:13,58,North America,Timing Error,High,GPS
2015-09-20,22:39,5,Oceania,Timing Error,Low,GPS
2021-01-20,22:26,31,Asia,Signal Loss,High,GPS
2020-07-12,00:12,43,Oceania,Signal Loss,High,GPS
2016-09-24,07:32,8,Oceania,Accuracy Drop,Low,GPS
2023-09-24,23:21,55,Asia,Accuracy Drop,High,GPS
2021-12-30,16:10,23,North America,Accuracy Drop,Medium,GPS
2022-01-30,09:21,51,Europe,Signal Loss,High,GPS
2016-03-03,18:36,3,Asia,Timing Error,Low,GPS
2024-02-28,05:58,10,Europe,Accuracy Drop,Low,GPS
2024-08-24,18:53,32,Oceania,Signal Loss,High,GPS
2019-08-14,06:52,44,Asia,Signal Loss,High,GPS
2018-11-15,03:04,14,North America,Accuracy Drop,Medium,GPS
2024-05-31,08:12,55,Oceania,Accuracy Drop,High,GPS
2023-08-03,00:16,13,Europe,Timing Error,Medium,GPS
2018-08-26,11:05,51,North America,Accuracy Drop,High,GPS
2021-09-27,07:50,55,North America,Timing Error,High,GPS
2017-12-31,00:55,4,North America,Accuracy Drop,Low,GPS
2024-08-24,02:30,42,Europe,Timing Error,High,GPS
2016-03-03,21:31,15,Asia,Signal Loss,Medium,GPS
2017-12-04,10:57,47,Oceania,Timing Error,High,GPS
2017-10-05,17:15,3,Oceania,Signal Loss,Low,GPS
2024-08-09,05:45,57,North America,Accuracy Drop,High,GPS
2022-05-15,19:00,36,Asia,Timing Error,High,GPS
2019-08-30,06:19,40,Europe,Timing Error,High,GPS
2022-02-26,15:14,1,Oceania,Timing Error,Low,GPS
2021-09-18,14:39,58,Asia,Accuracy Drop,High,GPS
2017-10-02,12:49,33,North America,Signal Loss,High,GPS
2023-02-27,04:31,32,Europe,Signal Loss,High,GPS
2017-02-27,07:30,42,Europe,Timing Error,High,GPS
2023-04-27,01:10,40,Oceania,Signal Loss,High,GPS
2022-09-05,21:52,28,North America,Signal Loss,Medium,GPS
2020-08-30,18:08,51,Asia,Timing Error,High,GPS
2016-10-24,04:10,16,Asia,Signal Loss,Medium,GPS
2020-02-17,00:10,26,Asia,Accuracy Drop,Medium,GPS
2015-08-28,12:12,16,Oceania,Signal Loss,Medium,GPS
2019-11-29,09:28,39,Europe,Timing Error,High,GPS
2020-06-06,17:15,51,Europe,Signal Loss,High,GPS
2020-02-08,04:03,27,Europe,Accuracy Drop,Medium,GPS
2016-11-14,15:41,38,Oceania,Signal Loss,High,GPS
2019-04-05,01:33,18,Oceania,Accuracy Drop,Medium,GPS
2024-11-23,20:26,52,North America,Signal Loss,High,GPS
2021-07-06,16:44,11,Europe,Timing Error,Medium,GPS
2024-08-07,14:27,12,Europe,Signal Loss,Medium,GPS
2018-10-04,11:57,33,North America,Timing Error,High,GPS
2023-12-05,02:13,20,Oceania,Signal Loss,Medium,GPS
2019-08-20,04:18,56,Oceania,Accuracy Drop,High,GPS
2018-09-12,09:04,4,North America,Accuracy Drop,Low,GPS
2020-03-18,05:56,24,Europe,Accuracy Drop,Medium,GPS
2019-10-15,22:27,26,North America,Accuracy Drop,Medium,GPS
2018-08-06,02:08,17,Europe,Signal Loss,Medium,GPS
2023-10-15,14:09,28,North America,Accuracy Drop,Medium,GPS
2021-07-31,20:22,26,Europe,Timing Error,Medium,GPS
2021-08-23,03:39,25,Europe,Timing Error,Medium,GPS
2017-11-22,21:32,49,Asia,Accuracy Drop,High,GPS
2016-09-12,19:12,24,Oceania,Accuracy Drop,Medium,GPS
2020-09-21,11:40,54,Europe,Accuracy Drop,High,GPS
2018-08-23,22:39,32,Europe,Timing Error,High,GPS
2023-11-11,19:22,57,North America,Signal Loss,High,GPS
2021-03-20,04:36,5,Oceania,Signal Loss,Low,GPS
2019-05-31,08:42,26,Asia,Accuracy Drop,Medium,GPS
2021-05-07,12:06,31,Oceania,Signal Loss,High,GPS
2016-02-15,18:00,44,North America,Accuracy Drop,High,GPS
2021-12-01,08:44,40,Oceania,Timing Error,High,GPS
2021-06-22,17:40,19,Asia,Timing Error,Medium,GPS
2019-12-13,21:06,18,Oceania,Accuracy Drop,Medium,GPS
2015-12-11,20:00,55,Oceania,Accuracy Drop,High,GPS
2020-08-17,06:13,36,Oceania,Timing Error,High,GPS
2015-06-07,14:29,38,Oceania,Signal Loss,High,GPS
2017-01-13,05:44,45,Asia,Accuracy Drop,High,GPS
2017-01-26,12:36,18,Asia,Signal Loss,Medium,GPS
2017-02-25,06:18,24,North America,Timing Error,Medium,GPS
2021-01-04,14:57,27,Europe,Timing Error,Medium,GPS
2016-12-17,19:04,6,Asia,Timing Error,Low,GPS
2021-04-08,20:47,14,Asia,Accuracy Drop,Medium,GPS
2022-04-03,15:38,31,Oceania,Timing Error,High,GPS
2021-04-23,14:29,13,Oceania,Accuracy Drop,Medium,GPS
2018-01-09,12:37,57,Oceania,Timing Error,High,GPS
2021-12-21,02:08,10,Oceania,Signal Loss,Low,GPS
2016-11-16,22:48,25,Oceania,Timing Error,Medium,GPS
2021-10-28,14:55,50,Asia,Signal Loss,High,GPS
2016-04-11,18:59,38,Oceania,Signal Loss,High,GPS
2015-09-26,13:48,50,North America,Accuracy Drop,High,GPS
2019-07-22,19:15,24,North America,Signal Loss,Medium,GPS
2021-11-26,08:39,5,Oceania,Signal Loss,Low,GPS
2015-03-05,10:58,48,Oceania,Accuracy Drop,High,GPS
2016-03-08,01:02,8,Europe,Timing Error,Low,GPS
2015-05-07,08:02,41,Asia,Timing Error,High,GPS
2019-08-10,16:36,35,North America,Signal Loss,High,GPS
2020-12-16,13:26,47,North America,Timing Error,High,GPS
2021-12-30,03:58,41,Europe,Signal Loss,High,GPS
2019-09-25,23:27,59,Oceania,Signal Loss,High,GPS
2016-04-29,12:38,41,Asia,Signal Loss,High,GPS
2024-08-15,05:53,2,Oceania,Signal Loss,Low,GPS
2020-01-27,01:35,46,Europe,Timing Error,High,GPS
2022-03-21,06:49,57,North America,Accuracy Drop,High,GPS
2019-04-30,09:12,48,Oceania,Signal Loss,High,GPS
2019-01-29,20:45,13,Europe,Timing Error,Medium,GPS
2021-02-24,19:57,37,Europe,Accuracy Drop,High,GPS
2024-05-17,05:21,56,Oceania,Timing Error,High,GPS
2019-02-13,04:24,49,North America,Signal Loss,High,GPS
2015-12-10,10:03,53,Europe,Accuracy Drop,High,GPS
2017-02-19,06:03,30,Asia,Accuracy Drop,Medium,GPS
2024-07-16,16:27,22,Oceania,Timing Error,Medium,GPS
2019-12-21,08:19,18,North America,Accuracy Drop,Medium,GPS
2021-01-08,14:53,17,Europe,Timing Error,Medium,GPS
2020-08-13,05:30,13,Europe,Accuracy Drop,Medium,GPS
2017-01-24,23:27,14,Oceania,Accuracy Drop,Medium,GPS
2015-12-24,02:55,11,Europe,Accuracy Drop,Medium,GPS
2016-05-26,22:10,28,Asia,Timing Error,Medium,GPS
2015-09-07,18:41,13,Asia,Accuracy Drop,Medium,GPS
2016-01-20,15:25,22,Asia,Timing Error,Medium,GPS
2024-07-19,11:36,27,Europe,Signal Loss,Medium,GPS
2016-05-23,21:15,47,North America,Timing Error,High,GPS
2024-03-06,00:54,50,Asia,Signal Loss,High,GPS
2021-07-27,00:55,3,Oceania,Accuracy Drop,Low,GPS
2018-08-20,16:45,40,Europe,Timing Error,High,GPS
2023-02-01,08:07,1,Asia,Accuracy Drop,Low,GPS
2021-04-21,09:54,11,North America,Accuracy Drop,Medium,GPS
2024-06-29,04:00,28,Europe,Signal Loss,Medium,GPS
2015-10-24,03:07,51,Europe,Timing Error,High,GPS
2016-04-08,03:06,56,Asia,Timing Error,High,GPS
2021-08-07,03:58,28,Oceania,Timing Error,Medium,GPS
2022-04-01,12:13,24,Europe,Signal Loss,Medium,GPS
2016-01-23,11:51,54,North America,Signal Loss,High,GPS
2023-02-08,07:49,40,Europe,Signal Loss,High,GPS
2019-03-18,07:25,42,Europe,Signal Loss,High,GPS
2017-04-13,06:14,39,Europe,Accuracy Drop,High,GPS
2015-06-09,11:21,26,Oceania,Accuracy Drop,Medium,GPS
2017-04-03,17:26,53,Oceania,Timing Error,High,GPS
2017-12-24,02:37,17,Oceania,Accuracy Drop,Medium,GPS
2015-01-27,02:26,2,Europe,Timing Error,Low,GPS
2016-11-24,04:12,40,Europe,Timing Error,High,GPS
2021-09-12,16:54,17,North America,Accuracy Drop,Medium,GPS
2021-11-06,12:21,55,Oceania,Timing Error,High,GPS
2024-06-04,07:50,39,Asia,Signal Loss,High,GPS
2015-03-10,00:22,56,Asia,Signal Loss,High,GPS
2016-05-25,05:49,40,Oceania,Signal Loss,High,GPS
2015-06-17,00:46,30,North America,Accuracy Drop,Medium,GPS
2019-02-08,14:12,38,North America,Timing Error,High,GPS
2018-03-30,07:51,27,Europe,Accuracy Drop,Medium,GPS
2024-09-17,03:32,22,North America,Timing Error,Medium,GPS
2022-01-14,13:08,13,Asia,Signal Loss,Medium,GPS
2019-05-07,03:57,19,North America,Signal Loss,Medium,GPS
2024-01-17,12:36,50,Oceania,Timing Error,High,GPS
2023-03-29,10:26,34,Oceania,Signal Loss,High,GPS
2023-06-09,09:40,26,Oceania,Timing Error,Medium,GPS
2017-07-14,22:52,41,Europe,Accuracy Drop,High,GPS
2015-11-12,01:47,1,North America,Signal Loss,Low,GPS
2015-06-07,08:54,57,Europe,Signal Loss,High,GPS
2018-04-01,20:15,22,Asia,Signal Loss,Medium,GPS
2018-04-21,08:26,19,Asia,Signal Loss,Medium,GPS
2024-04-11,22:01,9,North America,Signal Loss,Low,GPS
2015-04-14,16:15,50,Europe,Signal Loss,High,GPS
2021-01-31,22:42,1,Oceania,Accuracy Drop,Low,GPS
2017-02-15,23:22,41,North America,Signal Loss,High,GPS
2015-09-05,18:56,58,Oceania,Timing Error,High,GPS
2022-11-21,05:22,21,Oceania,Timing Error,Medium,GPS
2016-05-01,04:21,52,Asia,Timing Error,High,GPS
2024-09-02,07:26,41,Europe,Signal Loss,High,GPS
2015-01-20,20:51,29,Europe,Accuracy Drop,Medium,GPS
2021-10-22,04:53,40,Asia,Timing Error,High,GPS
2018-09-27,07:12,17,Europe,Signal Loss,Medium,GPS
2023-01-10,02:11,54,Europe,Timing Error,High,GPS
2021-02-22,09:36,51,Oceania,Accuracy Drop,High,GPS
2021-10-25,10:04,3,Asia,Timing Error,Low,GPS
2023-07-01,11:59,15,Europe,Timing Error,Medium,GPS
2020-08-09,03:44,30,North America,Signal Loss,Medium,GPS
2020-03-20,17:38,49,Oceania,Accuracy Drop,High,GPS
2022-10-19,14:17,52,North America,Accuracy Drop,High,GPS
2016-11-09,18:35,11,Oceania,Signal Loss,Medium,GPS
2021-04-18,04:39,35,Oceania,Accuracy Drop,High,GPS
