Hour,Month,DayOfWeek,Infrastructure,Speed,Direction,Width,Impact_Level
15,6,5,CME,1235.0,S,125.0,Medium
4,10,4,CME,1514.0,NW,81.0,Medium
5,10,2,CME,413.0,NW,136.0,Low
19,9,3,CME,1620.0,SE,314.0,Medium
11,4,2,CME,1203.0,E,186.0,Medium
14,3,0,CME,1434.0,N,189.0,Medium
23,5,2,CME,2892.0,N,337.0,High
2,5,6,CME,1965.0,NW,73.0,Medium
7,8,1,CME,2714.0,SW,276.0,High
16,2,3,CME,2098.0,SW,131.0,High
0,1,1,CME,431.0,N,83.0,Low
7,3,2,CME,2020.0,N,118.0,High
1,5,4,CME,1365.0,NE,65.0,Medium
21,2,5,CME,2700.0,NE,239.0,High
18,9,3,CME,1458.0,S,126.0,Medium
11,10,5,CME,358.0,SE,68.0,Low
10,9,5,CME,2066.0,W,276.0,High
11,6,5,CME,671.0,E,272.0,Low
19,11,3,CME,1934.0,W,27.0,Medium
9,1,2,CME,2259.0,S,59.0,High
19,12,5,CME,2277.0,SW,54.0,High
11,8,3,CME,973.0,E,167.0,Medium
16,2,1,CME,2748.0,SW,201.0,High
13,11,0,CME,1831.0,E,261.0,Medium
7,9,2,CME,1935.0,SW,178.0,Medium
18,1,3,CME,1223.0,NE,125.0,Medium
19,7,0,CME,1520.0,SW,56.0,Medium
12,2,3,CME,1179.0,N,129.0,Medium
1,4,6,CME,2136.0,NE,102.0,High
18,5,4,CME,884.0,NE,36.0,Medium
12,9,6,CME,2607.0,NW,101.0,High
17,7,2,CME,2548.0,S,234.0,High
8,7,4,CME,844.0,W,150.0,Medium
0,5,4,CME,1939.0,S,322.0,Medium
12,6,6,CME,2300.0,W,316.0,High
18,3,6,CME,1804.0,NW,76.0,Medium
21,10,1,CME,1995.0,W,309.0,Medium
5,4,4,CME,1620.0,W,343.0,Medium
14,11,2,CME,1626.0,NE,45.0,Medium
12,6,3,CME,1606.0,NW,303.0,Medium
6,1,3,CME,798.0,SE,122.0,Low
1,11,6,CME,667.0,SW,246.0,Low
3,10,3,CME,2714.0,SW,279.0,High
8,8,1,CME,1685.0,NW,61.0,Medium
13,12,3,CME,1338.0,NW,111.0,Medium
1,7,4,CME,2359.0,W,323.0,High
5,2,6,CME,1889.0,SE,35.0,Medium
6,3,4,CME,851.0,NW,110.0,Medium
22,3,3,CME,439.0,SW,224.0,Low
10,7,2,CME,2614.0,N,16.0,High
6,5,0,CME,1169.0,SE,212.0,Medium
11,7,1,CME,2873.0,N,172.0,High
22,1,6,CME,979.0,S,337.0,Medium
19,4,2,CME,717.0,SW,290.0,Low
20,10,5,CME,1372.0,SE,112.0,Medium
0,6,2,CME,346.0,E,356.0,Low
0,8,3,CME,592.0,W,21.0,Low
10,11,4,CME,977.0,SE,195.0,Medium
4,8,4,CME,1805.0,N,243.0,Medium
23,1,0,CME,1904.0,E,268.0,Medium
1,11,2,CME,537.0,E,159.0,Low
20,7,2,CME,429.0,W,346.0,Low
15,4,1,CME,1545.0,NE,311.0,Medium
12,4,6,CME,1450.0,NW,322.0,Medium
1,1,0,CME,1597.0,NW,54.0,Medium
17,11,0,CME,2116.0,S,71.0,High
6,9,2,CME,1211.0,SE,64.0,Medium
9,12,6,CME,1572.0,SE,257.0,Medium
14,8,2,CME,2515.0,SW,16.0,High
14,4,0,CME,1417.0,SE,168.0,Medium
6,8,0,CME,1893.0,SE,152.0,Medium
8,3,1,CME,972.0,W,280.0,Medium
15,4,1,CME,1567.0,W,180.0,Medium
9,6,0,CME,2011.0,S,228.0,High
2,4,2,CME,644.0,SW,85.0,Low
6,2,0,CME,1786.0,W,132.0,Medium
7,10,3,CME,1267.0,N,304.0,Medium
19,11,1,CME,2921.0,SW,91.0,High
12,7,5,CME,2246.0,NE,129.0,High
10,9,6,CME,1642.0,E,145.0,Medium
17,1,2,CME,1321.0,E,106.0,Medium
7,12,4,CME,2550.0,SE,284.0,High
21,4,2,CME,2453.0,S,337.0,High
9,6,6,CME,2989.0,E,254.0,High
11,5,2,CME,853.0,S,70.0,Medium
7,9,1,CME,2515.0,NE,353.0,High
22,6,2,CME,2798.0,SE,91.0,High
4,2,6,CME,586.0,NW,183.0,Low
0,7,1,CME,1526.0,S,46.0,Medium
4,11,6,CME,2794.0,NW,58.0,High
5,4,6,CME,595.0,E,269.0,Low
6,7,2,CME,1690.0,E,188.0,Medium
17,10,1,CME,2705.0,W,228.0,High
10,4,3,CME,514.0,S,118.0,Low
11,9,0,CME,2510.0,SE,155.0,High
13,4,0,CME,1128.0,E,100.0,Medium
7,8,1,CME,956.0,W,289.0,Medium
12,10,5,CME,2271.0,SW,44.0,High
11,12,0,CME,793.0,N,88.0,Low
19,10,4,CME,2736.0,W,231.0,High
11,5,5,CME,2172.0,NE,24.0,High
4,6,1,CME,648.0,E,231.0,Low
10,5,6,CME,1635.0,W,158.0,Medium
5,12,1,CME,2717.0,W,111.0,High
2,7,0,CME,1717.0,S,294.0,Medium
6,2,4,CME,1073.0,W,356.0,Medium
12,8,5,CME,2003.0,NW,261.0,High
5,3,4,CME,1605.0,NE,61.0,Medium
22,11,3,CME,977.0,W,87.0,Medium
14,5,1,CME,2457.0,SW,265.0,High
4,10,3,CME,726.0,S,143.0,Low
12,1,4,CME,1226.0,W,258.0,Medium
20,8,5,CME,1284.0,N,251.0,Medium
17,12,0,CME,1807.0,SE,96.0,Medium
7,6,3,CME,1079.0,W,212.0,Medium
20,9,3,CME,2875.0,SW,100.0,High
8,8,6,CME,1482.0,W,179.0,Medium
1,1,3,CME,1596.0,NW,79.0,Medium
12,11,6,CME,1005.0,SE,187.0,Medium
11,8,3,CME,2814.0,SW,232.0,High
12,11,2,CME,1289.0,SW,27.0,Medium
20,7,1,CME,307.0,SW,105.0,Low
5,1,3,CME,355.0,SW,351.0,Low
11,4,4,CME,1036.0,S,47.0,Medium
10,3,4,CME,890.0,N,237.0,Medium
12,2,0,CME,1635.0,NE,19.0,Medium
18,9,6,CME,1620.0,N,142.0,Medium
8,1,1,CME,1472.0,SE,160.0,Medium
4,4,1,CME,499.0,NW,190.0,Low
23,9,1,CME,512.0,NE,75.0,Low
15,6,3,CME,1479.0,N,333.0,Medium
16,1,0,CME,2219.0,S,57.0,High
7,7,3,CME,651.0,NW,51.0,Low
4,7,1,CME,2365.0,NW,215.0,High
23,11,3,CME,2426.0,NW,283.0,High
1,12,0,CME,695.0,NE,312.0,Low
6,11,6,CME,2804.0,SE,44.0,High
14,2,6,CME,1078.0,NW,209.0,Medium
14,1,2,CME,1030.0,NW,252.0,Medium
20,1,3,CME,799.0,S,248.0,Low
23,12,3,CME,506.0,E,236.0,Low
9,5,0,CME,2157.0,W,344.0,High
13,12,0,CME,1911.0,NE,334.0,Medium
14,10,0,CME,455.0,S,182.0,Low
23,7,1,CME,1375.0,W,109.0,Medium
3,7,3,CME,2014.0,SE,235.0,High
18,9,0,CME,323.0,SE,334.0,Low
8,9,2,CME,2819.0,N,300.0,High
1,9,3,CME,2101.0,SW,47.0,High
8,5,0,CME,506.0,W,26.0,Low
4,3,3,CME,709.0,N,322.0,Low
21,8,2,CME,1127.0,NW,205.0,Medium
14,5,3,CME,2402.0,SW,75.0,High
2,9,2,CME,1782.0,SE,296.0,Medium
9,11,1,CME,2129.0,N,188.0,High
9,5,6,CME,2264.0,SW,26.0,High
4,12,6,CME,1827.0,E,168.0,Medium
0,9,1,CME,2666.0,NE,198.0,High
2,6,4,CME,1745.0,SW,139.0,Medium
1,6,3,CME,2844.0,NW,348.0,High
8,4,5,CME,2415.0,NE,288.0,High
23,12,3,CME,916.0,W,73.0,Medium
4,5,6,CME,2852.0,NW,236.0,High
16,1,3,CME,312.0,S,286.0,Low
18,1,2,CME,2167.0,SW,159.0,High
5,9,0,CME,1623.0,NW,230.0,Medium
5,3,2,CME,1873.0,N,249.0,Medium
15,6,0,CME,2188.0,N,330.0,High
11,8,2,CME,2779.0,E,76.0,High
0,4,2,CME,428.0,SE,111.0,Low
18,2,1,CME,2945.0,S,113.0,High
0,2,6,CME,1172.0,SE,126.0,Medium
13,1,0,CME,854.0,NE,217.0,Medium
11,12,5,CME,1287.0,W,302.0,Medium
21,6,3,CME,1060.0,S,323.0,Medium
21,7,6,CME,1262.0,SE,254.0,Medium
18,1,4,CME,828.0,NW,165.0,Medium
19,9,0,CME,2692.0,S,78.0,High
16,3,6,CME,809.0,SE,17.0,Medium
14,9,0,CME,938.0,S,254.0,Medium
12,7,0,CME,1608.0,SE,356.0,Medium
22,9,6,CME,2891.0,SE,181.0,High
12,3,2,CME,614.0,N,26.0,Low
3,8,3,CME,2271.0,SW,258.0,High
15,1,3,CME,1571.0,W,33.0,Medium
11,3,6,CME,2571.0,SE,72.0,High
9,7,2,CME,1096.0,NE,54.0,Medium
4,6,2,CME,2734.0,S,126.0,High
20,12,4,CME,2823.0,N,92.0,High
10,8,1,CME,345.0,W,157.0,Low
7,12,3,CME,2094.0,W,254.0,High
3,4,2,CME,611.0,NE,235.0,Low
23,12,2,CME,546.0,N,220.0,Low
1,5,0,CME,1673.0,N,90.0,Medium
23,9,2,CME,451.0,E,23.0,Low
21,9,2,CME,2158.0,SW,191.0,High
16,1,5,CME,1440.0,N,150.0,Medium
9,9,3,CME,1516.0,SW,252.0,Medium
19,12,5,CME,2157.0,SE,13.0,High
4,11,4,CME,596.0,W,264.0,Low
17,5,4,CME,2611.0,E,129.0,High
2,7,1,CME,2008.0,SE,134.0,High
4,10,1,CME,1825.0,W,337.0,Medium
9,1,0,CME,1025.0,NW,151.0,Medium
4,6,2,CME,2844.0,W,355.0,High
2,10,2,CME,1716.0,W,199.0,Medium
17,1,3,CME,2535.0,SE,102.0,High
11,8,5,CME,974.0,W,20.0,Medium
4,12,1,CME,327.0,SW,344.0,Low
18,2,6,CME,2337.0,S,182.0,High
18,10,2,CME,1911.0,E,227.0,Medium
10,9,2,CME,2965.0,NW,68.0,High
21,6,0,CME,350.0,N,170.0,Low
12,12,5,CME,382.0,SE,52.0,Low
6,12,0,CME,1839.0,NE,207.0,Medium
4,10,1,CME,1961.0,NW,96.0,Medium
16,3,6,CME,1516.0,E,355.0,Medium
4,1,1,CME,2618.0,N,41.0,High
6,7,6,CME,2113.0,W,185.0,High
4,8,4,CME,2356.0,S,84.0,High
20,8,1,CME,1550.0,N,152.0,Medium
18,10,3,CME,1141.0,W,250.0,Medium
4,3,0,CME,2466.0,N,92.0,High
2,8,5,CME,1601.0,SE,34.0,Medium
13,9,0,CME,1897.0,W,340.0,Medium
17,9,6,CME,899.0,NE,205.0,Medium
11,11,1,CME,1038.0,SW,329.0,Medium
18,12,4,CME,1536.0,SW,58.0,Medium
21,10,1,CME,347.0,NW,179.0,Low
1,12,3,CME,2578.0,NW,88.0,High
6,9,4,CME,1967.0,NW,254.0,Medium
14,7,5,CME,981.0,W,236.0,Medium
22,3,5,CME,2424.0,W,107.0,High
6,9,0,CME,581.0,E,190.0,Low
2,7,6,CME,1181.0,NW,18.0,Medium
7,3,1,CME,1078.0,E,349.0,Medium
15,3,0,CME,2312.0,SE,243.0,High
13,4,6,CME,1525.0,S,324.0,Medium
10,12,0,CME,705.0,NW,186.0,Low
0,7,5,CME,1129.0,W,258.0,Medium
16,2,4,CME,1507.0,N,225.0,Medium
17,12,3,CME,660.0,SW,151.0,Low
6,12,0,CME,1402.0,SE,108.0,Medium
12,7,0,CME,668.0,SW,359.0,Low
23,10,5,CME,513.0,S,303.0,Low
8,1,1,CME,808.0,SE,319.0,Medium
5,5,5,CME,1775.0,W,257.0,Medium
1,9,3,CME,400.0,N,179.0,Low
4,11,6,CME,1691.0,SE,306.0,Medium
17,4,0,CME,615.0,SE,99.0,Low
23,12,0,CME,2437.0,SE,332.0,High
22,8,4,CME,2741.0,NE,49.0,High
18,2,5,CME,2899.0,NW,229.0,High
12,2,4,CME,1981.0,W,233.0,Medium
20,1,4,CME,2395.0,NE,291.0,High
13,10,5,CME,1930.0,NE,111.0,Medium
13,2,3,CME,2484.0,E,60.0,High
1,4,4,CME,356.0,SW,290.0,Low
22,6,4,CME,2994.0,W,213.0,High
23,8,2,CME,568.0,SW,236.0,Low
14,8,6,CME,1674.0,NW,352.0,Medium
15,3,3,CME,2584.0,SW,340.0,High
11,3,0,CME,2902.0,NE,153.0,High
11,9,5,CME,1122.0,SE,79.0,Medium
16,6,4,CME,2101.0,SE,28.0,High
6,7,6,CME,1670.0,NW,288.0,Medium
2,6,2,CME,2144.0,S,110.0,High
7,7,5,CME,2784.0,NE,68.0,High
4,1,6,CME,2557.0,N,162.0,High
13,9,3,CME,1246.0,E,279.0,Medium
1,6,5,CME,488.0,N,265.0,Low
1,10,2,CME,1106.0,S,356.0,Medium
19,7,6,CME,1107.0,NW,152.0,Medium
3,5,2,CME,1957.0,N,266.0,Medium
19,11,1,CME,1230.0,S,289.0,Medium
6,1,6,CME,672.0,NE,336.0,Low
5,10,1,CME,1657.0,NW,329.0,Medium
1,5,3,CME,628.0,N,33.0,Low
0,9,6,CME,2223.0,NE,264.0,High
19,4,5,CME,801.0,SE,118.0,Medium
3,5,0,CME,2121.0,N,123.0,High
3,1,3,CME,813.0,N,270.0,Medium
2,9,2,CME,2362.0,W,184.0,High
14,4,3,CME,2628.0,E,163.0,High
3,2,2,CME,2306.0,SE,141.0,High
21,9,3,CME,1810.0,E,249.0,Medium
6,8,4,CME,1376.0,N,259.0,Medium
3,6,2,CME,2337.0,NW,139.0,High
2,2,6,CME,2158.0,SW,303.0,High
11,12,6,CME,2457.0,SW,239.0,High
23,9,5,CME,2384.0,N,138.0,High
1,7,6,CME,2364.0,W,123.0,High
11,9,4,CME,1775.0,NW,65.0,Medium
19,8,3,CME,2871.0,N,99.0,High
13,3,0,CME,2284.0,NE,347.0,High
3,5,6,CME,2994.0,NE,304.0,High
9,6,2,CME,2271.0,S,354.0,High
16,2,0,CME,1961.0,SE,265.0,Medium
21,7,3,CME,2126.0,NE,328.0,High
3,4,2,CME,2444.0,E,333.0,High
12,3,4,CME,2221.0,SE,260.0,High
10,10,0,CME,656.0,NW,269.0,Low
11,5,4,CME,1011.0,SW,174.0,Medium
10,7,4,CME,1297.0,SE,154.0,Medium
16,4,3,CME,743.0,SE,151.0,Low
12,10,0,CME,1452.0,S,359.0,Medium
11,5,6,CME,2055.0,E,44.0,High
15,9,3,CME,2040.0,SE,259.0,High
22,3,1,CME,2671.0,E,238.0,High
6,4,5,CME,2819.0,SW,86.0,High
4,3,5,CME,857.0,NE,305.0,Medium
2,6,3,CME,2397.0,SW,56.0,High
8,11,1,CME,965.0,W,302.0,Medium
5,8,2,CME,2790.0,SW,148.0,High
18,1,1,CME,1536.0,W,145.0,Medium
20,10,4,CME,966.0,NW,107.0,Medium
16,12,6,CME,1609.0,S,122.0,Medium
13,10,3,CME,2414.0,S,217.0,High
4,11,0,CME,2139.0,SW,259.0,High
13,7,0,CME,1738.0,N,40.0,Medium
21,12,1,CME,2977.0,NE,316.0,High
16,8,3,CME,923.0,S,207.0,Medium
3,2,1,CME,2726.0,NW,102.0,High
7,1,2,CME,511.0,NW,232.0,Low
21,8,0,CME,1343.0,W,17.0,Medium
12,4,5,CME,412.0,S,320.0,Low
13,3,5,CME,2202.0,SW,97.0,High
3,11,6,CME,2750.0,NW,193.0,High
0,2,4,CME,603.0,NW,164.0,Low
12,9,3,CME,2851.0,NW,197.0,High
11,3,6,CME,1193.0,NW,350.0,Medium
21,3,4,CME,762.0,SW,10.0,Low
22,4,0,CME,2750.0,N,289.0,High
16,1,2,CME,2328.0,N,237.0,High
20,12,0,CME,462.0,SW,23.0,Low
7,11,1,CME,1514.0,W,354.0,Medium
20,6,3,CME,1689.0,SW,178.0,Medium
21,5,6,CME,1583.0,NW,330.0,Medium
7,1,0,CME,598.0,E,210.0,Low
9,4,6,CME,1941.0,N,71.0,Medium
23,6,4,CME,2459.0,NW,147.0,High
14,1,5,CME,927.0,SE,297.0,Medium
16,5,1,CME,2672.0,N,58.0,High
12,4,3,CME,394.0,NE,302.0,Low
18,3,5,CME,2173.0,W,90.0,High
14,12,1,CME,2392.0,SE,106.0,High
18,7,5,CME,2760.0,SE,344.0,High
1,7,5,CME,2324.0,NW,129.0,High
2,5,3,CME,1278.0,NE,253.0,Medium
0,4,5,CME,2639.0,E,50.0,High
16,5,0,CME,1637.0,SW,313.0,Medium
8,7,6,CME,644.0,SW,101.0,Low
16,3,0,CME,2915.0,SW,167.0,High
2,1,5,CME,1369.0,N,150.0,Medium
22,6,1,CME,979.0,SW,325.0,Medium
23,3,2,CME,1094.0,SW,165.0,Medium
15,5,0,CME,1843.0,N,199.0,Medium
15,7,4,CME,1582.0,S,207.0,Medium
5,5,3,CME,1085.0,N,197.0,Medium
21,8,5,CME,1735.0,S,278.0,Medium
18,5,2,CME,690.0,SW,92.0,Low
2,10,1,CME,2634.0,N,112.0,High
8,4,4,CME,771.0,SE,33.0,Low
2,5,1,CME,2657.0,W,52.0,High
4,11,5,CME,2530.0,E,20.0,High
8,12,3,CME,1030.0,E,193.0,Medium
5,4,5,CME,2641.0,N,330.0,High
17,1,3,CME,1452.0,W,140.0,Medium
21,10,1,CME,2772.0,E,84.0,High
4,2,3,CME,1160.0,S,136.0,Medium
1,2,3,CME,390.0,S,295.0,Low
2,9,1,CME,602.0,NE,164.0,Low
22,11,2,CME,1595.0,W,89.0,Medium
18,12,3,CME,1933.0,NE,77.0,Medium
16,5,2,CME,1826.0,SW,336.0,Medium
16,3,5,CME,1529.0,S,13.0,Medium
1,12,4,CME,1578.0,E,27.0,Medium
21,12,2,CME,948.0,NW,281.0,Medium
14,9,2,CME,2053.0,SW,332.0,High
21,11,5,CME,466.0,E,338.0,Low
21,9,2,CME,344.0,NW,291.0,Low
8,12,3,CME,1368.0,SW,180.0,Medium
17,1,4,CME,823.0,S,339.0,Medium
4,11,3,CME,2505.0,N,269.0,High
18,8,4,CME,1701.0,S,239.0,Medium
0,1,4,CME,1620.0,W,73.0,Medium
4,12,4,CME,1367.0,NE,311.0,Medium
19,8,5,CME,2689.0,W,205.0,High
0,4,0,CME,2794.0,E,247.0,High
21,12,4,CME,354.0,NE,116.0,Low
17,5,3,CME,2062.0,NW,56.0,High
3,11,2,CME,961.0,SW,322.0,Medium
5,12,0,CME,2664.0,NE,223.0,High
17,4,5,CME,1466.0,S,267.0,Medium
5,4,6,CME,2341.0,NE,328.0,High
21,2,5,CME,1902.0,W,22.0,Medium
11,10,5,CME,2984.0,W,52.0,High
16,1,1,CME,690.0,W,324.0,Low
10,12,2,CME,2575.0,SW,219.0,High
14,1,3,CME,2416.0,E,207.0,High
18,11,2,CME,612.0,S,226.0,Low
13,7,1,CME,2735.0,NE,112.0,High
16,5,5,CME,2555.0,W,48.0,High
15,8,6,CME,428.0,SW,345.0,Low
5,1,1,CME,666.0,SW,222.0,Low
11,11,5,CME,708.0,W,275.0,Low
18,12,5,CME,2209.0,W,289.0,High
1,11,1,CME,944.0,NE,297.0,Medium
0,11,3,CME,2478.0,NE,277.0,High
6,5,5,CME,1146.0,SW,209.0,Medium
18,9,6,CME,1584.0,S,21.0,Medium
0,10,4,CME,1376.0,S,333.0,Medium
13,6,6,CME,1228.0,E,47.0,Medium
21,4,4,CME,2041.0,W,114.0,High
23,1,1,CME,1655.0,S,119.0,Medium
6,12,5,CME,881.0,SE,354.0,Medium
17,10,0,CME,2260.0,S,79.0,High
1,10,2,CME,2153.0,NW,348.0,High
9,12,2,CME,1985.0,NW,331.0,Medium
8,4,0,CME,700.0,S,294.0,Low
18,12,0,CME,356.0,W,277.0,Low
7,4,2,CME,2762.0,SE,218.0,High
4,10,2,CME,925.0,SE,54.0,Medium
0,4,3,CME,2752.0,N,15.0,High
0,12,5,CME,2759.0,NW,127.0,High
9,11,0,CME,2752.0,S,169.0,High
5,8,6,CME,338.0,E,127.0,Low
22,10,0,CME,1787.0,S,169.0,Medium
17,12,4,CME,2505.0,W,110.0,High
9,4,1,CME,2820.0,SE,111.0,High
20,12,6,CME,2752.0,SE,117.0,High
2,7,6,CME,1225.0,S,284.0,Medium
2,4,4,CME,818.0,NE,234.0,Medium
0,6,6,CME,498.0,SE,338.0,Low
16,1,3,CME,2699.0,N,328.0,High
18,10,1,CME,922.0,N,209.0,Medium
12,9,5,CME,1389.0,NE,21.0,Medium
19,11,4,CME,372.0,E,83.0,Low
21,9,4,CME,924.0,S,233.0,Medium
6,11,2,CME,1876.0,N,69.0,Medium
3,5,6,CME,2409.0,E,64.0,High
21,9,2,CME,1489.0,N,95.0,Medium
7,8,0,CME,2979.0,SE,204.0,High
22,5,2,CME,1729.0,W,70.0,Medium
13,10,2,CME,331.0,S,206.0,Low
1,4,2,CME,1169.0,S,300.0,Medium
16,6,2,CME,538.0,E,58.0,Low
21,9,4,CME,2593.0,S,337.0,High
2,10,4,CME,775.0,NW,246.0,Low
21,5,2,CME,2210.0,N,323.0,High
4,5,3,CME,2991.0,N,295.0,High
14,7,5,CME,1076.0,NW,284.0,Medium
11,3,0,CME,2263.0,N,56.0,High
9,8,6,CME,503.0,SW,294.0,Low
16,7,4,CME,497.0,SE,165.0,Low
13,12,1,CME,2024.0,E,87.0,High
23,3,6,CME,2733.0,NE,147.0,High
19,11,1,CME,1664.0,SE,237.0,Medium
8,12,4,CME,1912.0,E,20.0,Medium
7,11,6,CME,768.0,S,261.0,Low
0,7,6,CME,1882.0,N,17.0,Medium
4,10,1,CME,2150.0,NE,293.0,High
4,7,4,CME,1664.0,SE,51.0,Medium
4,5,2,CME,530.0,SE,309.0,Low
1,8,0,CME,762.0,NE,208.0,Low
20,3,6,CME,2571.0,SE,157.0,High
16,1,1,CME,863.0,NE,266.0,Medium
4,11,2,CME,1341.0,W,212.0,Medium
2,7,3,CME,472.0,NW,19.0,Low
16,11,4,CME,786.0,E,148.0,Low
0,11,0,CME,618.0,NE,98.0,Low
15,1,3,CME,1034.0,NW,49.0,Medium
2,4,5,CME,2943.0,S,88.0,High
5,4,3,CME,2823.0,NE,234.0,High
9,12,1,CME,1577.0,N,83.0,Medium
20,2,3,CME,2635.0,W,130.0,High
17,11,0,CME,1580.0,E,293.0,Medium
16,9,4,CME,1727.0,N,303.0,Medium
9,11,3,CME,1352.0,N,262.0,Medium
19,12,0,CME,465.0,SE,288.0,Low
12,8,5,CME,564.0,S,161.0,Low
5,12,1,CME,1419.0,NE,45.0,Medium
22,11,2,CME,1556.0,SE,165.0,Medium
19,9,3,CME,753.0,NE,27.0,Low
16,8,3,CME,2245.0,S,350.0,High
14,12,0,CME,1077.0,NW,150.0,Medium
15,7,1,CME,340.0,E,172.0,Low
15,11,5,CME,931.0,NE,243.0,Medium
12,2,1,CME,343.0,NW,352.0,Low
1,7,0,CME,2724.0,NE,23.0,High
16,2,5,CME,1438.0,E,197.0,Medium
2,3,3,CME,1140.0,SW,274.0,Medium
0,2,5,CME,491.0,SE,43.0,Low
12,10,2,CME,2072.0,W,248.0,High
11,5,4,CME,1752.0,W,85.0,Medium
20,5,6,CME,1479.0,W,287.0,Medium
15,6,1,CME,747.0,NE,317.0,Low
18,8,3,CME,572.0,NE,24.0,Low
4,7,5,CME,536.0,S,331.0,Low
2,7,4,CME,2271.0,S,11.0,High
18,5,0,CME,602.0,SW,95.0,Low
22,3,1,CME,1892.0,NE,169.0,Medium
18,12,1,CME,1348.0,SW,291.0,Medium
12,12,1,CME,583.0,SE,66.0,Low
11,5,4,CME,2935.0,S,252.0,High
10,9,2,CME,1171.0,SW,236.0,Medium
5,5,3,CME,1437.0,W,242.0,Medium
6,9,5,CME,377.0,NE,162.0,Low
0,9,3,CME,1383.0,W,132.0,Medium
6,6,1,CME,1440.0,W,162.0,Medium
1,9,1,CME,1503.0,W,216.0,Medium
20,9,2,CME,2489.0,S,243.0,High
21,9,1,CME,679.0,SE,264.0,Low
13,6,0,CME,1782.0,W,127.0,Medium
19,5,3,CME,886.0,W,18.0,Medium
13,9,0,CME,880.0,NW,103.0,Medium
2,3,5,CME,445.0,SE,309.0,Low
5,5,3,CME,1488.0,NE,40.0,Medium
21,8,4,CME,923.0,SE,254.0,Medium
1,11,5,CME,357.0,W,297.0,Low
12,12,0,CME,1529.0,NE,296.0,Medium
14,5,0,CME,1480.0,SE,197.0,Medium
9,8,2,CME,2786.0,SW,211.0,High
13,4,5,CME,1972.0,SE,13.0,Medium
10,9,6,CME,1014.0,NW,358.0,Medium
0,7,5,CME,314.0,SW,173.0,Low
10,12,3,CME,2121.0,SE,71.0,High
7,11,1,CME,2054.0,SE,197.0,High
10,9,3,CME,2790.0,NW,266.0,High
13,3,5,CME,1521.0,N,210.0,Medium
16,10,5,CME,1651.0,SW,214.0,Medium
8,9,5,CME,695.0,N,176.0,Low
3,12,0,CME,2385.0,N,264.0,High
13,7,3,CME,1397.0,W,350.0,Medium
7,8,1,CME,730.0,SW,35.0,Low
22,2,2,CME,2980.0,NW,15.0,High
3,2,3,CME,378.0,E,299.0,Low
20,12,1,CME,2938.0,E,243.0,High
2,4,5,CME,2283.0,NW,150.0,High
13,1,2,CME,780.0,W,262.0,Low
1,8,5,CME,1794.0,SE,110.0,Medium
9,10,6,CME,683.0,S,301.0,Low
22,12,5,CME,1446.0,W,275.0,Medium
3,6,6,CME,2920.0,NW,116.0,High
21,3,5,CME,2322.0,NE,53.0,High
13,1,2,CME,1455.0,SW,269.0,Medium
4,11,6,CME,2350.0,N,31.0,High
14,11,1,CME,506.0,SW,302.0,Low
4,2,2,CME,1334.0,W,232.0,Medium
22,1,5,CME,388.0,NE,236.0,Low
7,12,2,CME,2447.0,SW,273.0,High
6,6,0,CME,2403.0,S,181.0,High
18,6,4,CME,2137.0,NE,234.0,High
15,10,5,CME,390.0,W,142.0,Low
10,8,6,CME,2702.0,S,71.0,High
9,3,1,CME,1522.0,SE,62.0,Medium
6,10,6,CME,1671.0,N,297.0,Medium
17,12,1,CME,2471.0,N,84.0,High
20,1,4,CME,2762.0,SE,252.0,High
22,2,5,CME,1359.0,S,157.0,Medium
14,11,6,CME,717.0,NE,110.0,Low
18,12,0,CME,2841.0,NE,12.0,High
9,4,0,CME,1329.0,S,248.0,Medium
4,11,4,CME,1659.0,W,157.0,Medium
22,8,6,CME,2346.0,SE,333.0,High
5,7,2,CME,955.0,SW,321.0,Medium
6,1,6,CME,1687.0,NW,313.0,Medium
3,8,5,CME,2555.0,W,327.0,High
14,6,2,CME,2631.0,SE,138.0,High
10,4,2,CME,1870.0,SE,156.0,Medium
13,6,1,CME,2680.0,N,259.0,High
15,11,2,CME,2393.0,NW,62.0,High
7,2,2,CME,1564.0,NE,152.0,Medium
4,7,5,CME,1689.0,S,181.0,Medium
15,3,2,CME,2772.0,NE,118.0,High
22,2,4,CME,1949.0,N,285.0,Medium
13,9,0,CME,1118.0,NW,277.0,Medium
8,9,2,CME,1496.0,S,261.0,Medium
2,5,5,CME,2021.0,E,266.0,High
11,10,3,CME,1677.0,NE,118.0,Medium
7,12,3,CME,1796.0,SE,280.0,Medium
4,12,3,CME,2178.0,W,190.0,High
11,10,2,CME,2539.0,SW,106.0,High
13,8,3,CME,1670.0,S,55.0,Medium
1,5,4,CME,2272.0,NW,12.0,High
19,6,1,CME,1009.0,S,33.0,Medium
16,1,0,CME,2210.0,NW,169.0,High
20,6,2,CME,2434.0,SE,330.0,High
18,7,0,CME,1812.0,S,22.0,Medium
0,9,5,CME,733.0,NW,212.0,Low
14,9,4,CME,632.0,SE,91.0,Low
8,6,0,CME,2642.0,SE,272.0,High
1,6,4,CME,771.0,SW,90.0,Low
3,2,2,CME,2571.0,SW,170.0,High
14,10,4,CME,2092.0,E,180.0,High
16,2,1,CME,1026.0,SE,231.0,Medium
22,11,4,CME,2965.0,NW,54.0,High
11,1,2,CME,2909.0,E,312.0,High
